"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"98ND74H5","journalArticle","2010","Bowers, Alex J.","Analyzing the Longitudinal K-12 Grading Histories of Entire Cohorts of Students: Grades, Data Driven Decision Making, Dropping out and Hierarchical Cluster Analysis","Practical Assessment, Research & Evaluation","","1531-7714","","","School personnel currently lack an effective method to pattern and visually interpret disaggregated achievement data collected on students as a means to help inform decision making. This study, through the examination of longitudinal K-12 teacher assigned grading histories for entire cohorts of students from a school district (n=188), demonstrates a novel application of hierarchical cluster analysis and pattern visualization in which all data points collected on every student in a cohort can be patterned, visualized and interpreted to aid in data driven decision making by teachers and administrators. Additionally, as a proof-of-concept study, overall schooling outcomes, such as student dropout or taking a college entrance exam, are identified from the data patterns and compared to past methods of dropout identification as one example of the usefulness of the method. Hierarchical cluster analysis correctly identified over 80% of the students who dropped out using the entire student grade history patterns from either K-12 or K-8. (Contains 5 figures.)","2010-05","2017-09-14 15:51:51","2017-09-14 15:51:51","2014-09-24 19:31:29","","","7","15","","","Analyzing the Longitudinal K-12 Grading Histories of Entire Cohorts of Students","","","","","","","en","","","","","ERIC","","","<p>This study, through the examination of longitudinal K-12 teacher assigned grading histories for entire cohorts of students from a school district (n=188), demonstrates a novel application of hierarchical cluster analysis and pattern visualization in which all data points collected on every student in a cohort can be patterned, visualized and interpreted to aid in data driven decision making by teachers and administrators. Additionally, as a proof-of-concept study, overall schooling outcomes, such as student dropout or taking a college entrance exam, are identified from the data patterns and compared to past methods of dropout identification as one example of the usefulness of the method. Hierarchical cluster analysis correctly identified over 80% of the students who dropped out using the entire student grade history patterns from either K-12 or K-8.</p>","","http://eric.ed.gov/?id=EJ933686","","data; data analysis; Decision Making; Dropouts; Elementary School Students; Grades (Scholastic); Identification; MULTIVARIATE analysis; School Districts; Secondary School Students","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BCM48MKM","journalArticle","2014","Grunspan, Daniel Z.; Wiggins, Benjamin L.; Goodreau, Steven M.","Understanding Classrooms through Social Network Analysis: A Primer for Social Network Analysis in Education Research","CBE-Life Sciences Education","",", 1931-7913","10.1187/cbe.13-08-0162","http://www.lifescied.org/content/13/2/167","Social interactions between students are a major and underexplored part of undergraduate education. Understanding how learning relationships form in undergraduate classrooms, as well as the impacts these relationships have on learning outcomes, can inform educators in unique ways and improve educational reform. Social network analysis (SNA) provides the necessary tool kit for investigating questions involving relational data. We introduce basic concepts in SNA, along with methods for data collection, data processing, and data analysis, using a previously collected example study on an undergraduate biology classroom as a tutorial. We conduct descriptive analyses of the structure of the network of costudying relationships. We explore generative processes that create observed study networks between students and also test for an association between network position and success on exams. We also cover practical issues, such as the unique aspects of human subjects review for network studies. Our aims are to convince readers that using SNA in classroom environments allows rich and informative analyses to take place and to provide some initial tools for doing so, in the process inspiring future educational studies incorporating relational data.","2014-06-20","2017-09-14 15:51:52","2017-09-14 15:51:52","2014-08-20 20:21:46","167-178","","2","13","","CBE Life Sci Educ","Understanding Classrooms through Social Network Analysis","","","","","","","en","","","","","www.lifescied.org","","","<p>Social interactions between students are a major and underexplored part of undergraduate education. Understanding how learning relationships form in undergraduate classrooms, as well as the impacts these relationships have on learning outcomes, can inform educators in unique ways and improve educational reform. Social network analysis (SNA) provides the necessary tool kit for investigating questions involving relational data. We introduce basic concepts in SNA, along with methods for data collection,data processing,and data analysis,using  a previously collected example study on an undergraduate biology classroom as a tutorial. We conduct descriptive analyses of the structure of the network of costudying relationships.We explore generative processes that create observed study networks between students and also test for an association between network position and success on exams. We also cover practical issues, such as the unique aspects of human subjects review for network studies. Our aims are to convince readers that using SNA in classroom environments allows rich and informative analyses to take place and to provide some initial tools for doing so, in the process inspiring future educational studies incorporating relational data.</p>","","http://www.lifescied.org/content/13/2/167","Week 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJVWE2WB","blogPost","2014","Young, Jeffrey R.","Why Students Should Own Their Educational Data","The Chronicle of Higher Education Blogs: Wired Campus","","","","http://chronicle.com/blogs/wiredcampus/why-students-should-own-their-educational-data/54329","","2014-08-21","2017-09-14 15:51:52","2017-09-14 15:51:52","2014-08-23 21:32:22","","","","","","","","","","","","","","","","","","","","","","<p><!-- [if lt IE 9]> 	<script type=""text/javascript"" src=""http://www.chronicle.com/assets/js/html5shiv.js""></script> 	<script type=""text/javascript"" src=""http://www.chronicle.com/assets/js/selectivizr/selectivizr.min.js""></script> 	<script type=""text/javascript"" src=""http://www.chronicle.com/assets/js/respond/respond.min.js""></script>     <![endif]--><!-- chartbeat -->The idea of average learner is challenged.Why Students Should Own Their Educational Data – Wired Campus - Blogs - The Chronicle of Higher Education <!-- [if lt IE 9]> 	<script type=""text/javascript"" src=""http://www.chronicle.com/assets/js/html5shiv.js""></script> 	<script type=""text/javascript"" src=""http://www.chronicle.com/assets/js/selectivizr/selectivizr.min.js""></script> 	<script type=""text/javascript"" src=""http://www.chronicle.com/assets/js/respond/respond.min.js""></script>     <![endif]--><!-- chartbeat --></p> <p>You can’t actually tell anything in population studies about any individual in that group.</p> <p> </p> <p>Technology can help, by giving educators detailed data on students and the ability to customize teaching materials so “they truly can nurture the potential of every single individual.”</p> <p>Why Students Should Own Their Educational Data – Wired Campus - Blogs - The Chronicle of Higher Education <!-- [if lt IE 9]> 	<script type=""text/javascript"" src=""http://www.chronicle.com/assets/js/html5shiv.js""></script> 	<script type=""text/javascript"" src=""http://www.chronicle.com/assets/js/selectivizr/selectivizr.min.js""></script> 	<script type=""text/javascript"" src=""http://www.chronicle.com/assets/js/respond/respond.min.js""></script>     <![endif]--> <!-- chartbeat --> <iframe id=""stSegmentFrame"" style=""display: none;"" name=""stSegmentFrame"" width=""0px"" height=""0px"" frameborder=""0"" scrolling=""no"" sandbox=""allow-scripts allow-same-origin""></iframe> A nonprofit organization called <a href=""http://www.projectvariability.org/"">Center for Individual Opportunity</a> has supported research on the “science of the individual.”</p> <p> </p> <div class=""container""> </div> <p> </p> <div class=""container""> </div> <p> </p>","","http://chronicle.com/blogs/wiredcampus/why-students-should-own-their-educational-data/54329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRJLDUE3","journalArticle","1994","Corbett, Albert T.; Anderson, John R.","Knowledge tracing: Modeling the acquisition of procedural knowledge","User Modeling and User-Adapted Interaction","","0924-1868, 1573-1391","10.1007/BF01099821","http://link.springer.com.ezp-prod1.hul.harvard.edu/article/10.1007/BF01099821","This paper describes an effort to model students' changing knowledge state during skill acquisition. Students in this research are learning to write short programs with the ACT Programming Tutor (APT). APT is constructed around a production rule cognitive model of programming knowledge, called theideal student model. This model allows the tutor to solve exercises along with the student and provide assistance as necessary. As the student works, the tutor also maintains an estimate of the probability that the student has learned each of the rules in the ideal model, in a process calledknowledge tracing. The tutor presents an individualized sequence of exercises to the student based on these probability estimates until the student has ‘mastered’ each rule. The programming tutor, cognitive model and learning and performance assumptions are described. A series of studies is reviewed that examine the empirical validity of knowledge tracing and has led to modifications in the process. Currently the model is quite successful in predicting test performance. Further modifications in the modeling process are discussed that may improve performance levels.","1994-12-01","2017-09-14 15:51:52","2017-09-14 15:51:52","2013-04-21 21:21:19","253-278","","4","4","","User Model User-Adap Inter","Knowledge tracing","","","","","","","en","","","","","link.springer.com.ezp-prod1.hul.harvard.edu","","","<p><span style=""display: inline !important; float: none; background-color: transparent; color: #333333; font-family: Georgia,serif; font-size: 17px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: 0px; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px; word-wrap: break-word;"">This paper describes an effort to model students' changing knowledge state during skill acquisition. Students in this research are learning to write short programs with the ACT Programming Tutor (APT). APT is constructed around a production rule cognitive model of programming knowledge, called the </span><em class=""EmphasisTypeItalic "" style=""background-color: transparent; box-sizing: border-box; color: #333333; font-family: Georgia,serif; font-size: 17px; font-style: italic; font-variant: normal; font-weight: 400; letter-spacing: 0px; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">ideal student model</em><span style=""display: inline !important; float: none; background-color: transparent; color: #333333; font-family: Georgia,serif; font-size: 17px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: 0px; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px; word-wrap: break-word;"">. This model allows the tutor to solve exercises along with the student and provide assistance as necessary. As the student works, the tutor also maintains an estimate of the probability that the student has learned each of the rules in the ideal model, in a process called </span><em class=""EmphasisTypeItalic "" style=""background-color: transparent; box-sizing: border-box; color: #333333; font-family: Georgia,serif; font-size: 17px; font-style: italic; font-variant: normal; font-weight: 400; letter-spacing: 0px; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">knowledge tracing</em><span style=""display: inline !important; float: none; background-color: transparent; color: #333333; font-family: Georgia,serif; font-size: 17px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: 0px; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px; word-wrap: break-word;"">. The tutor presents an individualized sequence of exercises to the student based on these probability estimates until the student has ‘mastered’ each rule. The programming tutor, cognitive model and learning and performance assumptions are described. A series of studies is reviewed that examine the empirical validity of knowledge tracing and has led to modifications in the process. Currently the model is quite successful in predicting test performance. Further modifications in the modeling process are discussed that may improve performance levels.</span></p>","","","","Education (general); empirical validity; individual differences; intelligent tutoring systems; Learning; Management of Computing and Information Systems; mastery learning; Multimedia Information Systems; procedural knowledge; Psychology, general; student modeling; User Interfaces and Human Computer Interaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EWB5PFXT","conferencePaper","2012","Siemens, George; Baker, Ryan S. J. d.","Learning Analytics and Educational Data Mining: Towards Communication and Collaboration","Proceedings of the 2Nd International Conference on Learning Analytics and Knowledge","978-1-4503-1111-3","","10.1145/2330601.2330661","http://doi.acm.org/10.1145/2330601.2330661","Growing interest in data and analytics in education, teaching, and learning raises the priority for increased, high-quality research into the models, methods, technologies, and impact of analytics. Two research communities -- Educational Data Mining (EDM) and Learning Analytics and Knowledge (LAK) have developed separately to address this need. This paper argues for increased and formal communication and collaboration between these communities in order to share research, methods, and tools for data mining and analysis in the service of developing both LAK and EDM fields.","2012","2017-09-14 15:51:53","2017-09-14 15:51:53","2015-01-16 03:15:55","252–254","","","","","","Learning Analytics and Educational Data Mining","","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","","<p>1. Similarities btw LA and EDM.</p> <p>B<span style=""font-size: 9pt; color: #000000; font-style: normal; font-variant: normal;"">oth reflect the emergence of data-intensive<br />approaches to education.<br style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: normal; orphans: 2; text-align: -webkit-auto; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px;"" /> </span></p> <p><span style=""font-size: 9pt; color: #000000; font-style: normal; font-variant: normal;""> Both communities have the goal of<br />improving the quality of analysis of large-scale educational data, to support both basic research and practice in education. </span></p> <p><span style=""font-size: 9pt; color: #000000; font-style: normal; font-variant: normal;"">2. Distinctions</span></p> <p><span style=""font-size: 9pt; color: #000000; font-style: normal; font-variant: normal;"">EDM has a considerably greater focus on automated<br />discovery, and LAK has a considerably greater focus on<br />leveraging human judgment. <br style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: normal; orphans: 2; text-align: -webkit-auto; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px;"" /> </span></p> <p><span style=""font-size: 9pt; color: #000000; font-style: normal; font-variant: normal;""> EDM models are more often used as the basis of automated adaptation, such as an intelligent tutoring system. By contrast, LAK models are more often designed to inform and empower instructors and learners.<br style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: normal; orphans: 2; text-align: -webkit-auto; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px;"" /> </span></p> <p><span style=""font-size: 9pt; color: #000000; font-style: normal; font-variant: normal;"">Competition as well as collaboration</span></p> <p> </p>","","","","Collaboration; educational data mining; learning analytics and knowledge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPRCQ22V","book","2015","Zheng, Alice","Evaluating Machine Learning Models","","","","","http://www.oreilly.com/data/free/evaluating-machine-learning-models.csp?intcmp=il-data-free-lp-lgen_free_reports_page","Data science today is a lot like the Wild West: there’s endless opportunity and excitement, but also a lot of chaos and confusion. If you’re new to data science and applied machine learning, evaluating a machine-learning model can seem pretty overwhelming...","2015-09","2017-09-14 15:51:53","2017-09-14 15:51:53","2015-12-15 18:26:39","","","","","","","","","","","","O'Reily Media","Sebastopol, CA","","","","","","","","","<p><strong>evaluation metrics:</strong></p> <p>Classification Metrics</p> <p>Ranking Metrics</p> <p>Regression Metrics</p> <p><strong>Offline Evaluation Mechanisms: Hold-Out Validation, CrossValidation, and Bootstrapping</strong></p> <p>Hold-Out Validation </p> <p>Cross-Validation</p> <p>Bootstrap and Jackknife</p>","","http://www.oreilly.com/data/free/evaluating-machine-learning-models.csp?intcmp=il-data-free-lp-lgen_free_reports_page","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WY3M8HU9","videoRecording","2015","Educause","Why Is Measuring Learning So Difficult?","","","","","https://www.youtube.com/watch?v=_iv8A1pHNYA","Several higher education learning and assessment professionals discuss the difficulties of measuring learning.","2015-08-17","2017-09-14 15:51:53","2017-09-14 15:51:53","2016-01-17 18:50:57","","","","","","","","","","","","","","","","","","","YouTube","","","<p>multidimensional -&gt; have to simplify too much</p> <p>different definitions of learning - some are difficult to measure</p> <p>some fields could measure - e.g., CS</p> <p>weaker tools for humanities, etc.</p> <p>a personal thing</p> <p>how to define 'measure'</p> <p>cultural, social stuffs</p>","","","","Learning; Assessment; Education; educational assessment; EDUCAUSE; Higher Education; learners; Teaching and learning","","","","","","","","","","","","","","","","","","","","","470 seconds","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PGME4AK","webpage","2016","Weinersmith, Zach","Saturday Morning Breakfast Cereal","","","","","http://www.smbc-comics.com/index.php?id=3978","","2016-01-05","2017-09-14 15:51:53","2017-09-14 15:51:53","2016-01-18 18:17:09","","","","","","","","","","","","","","","","","","","","","","<p>make sure you know whether it is a causation or opposite or just related!</p>","","http://www.smbc-comics.com/index.php?id=3978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UF8RLC8A","webpage","2015","RStudio","The Data Wrangling Cheatsheet","","","","","http://www.rstudio.com/wp-content/uploads/2015/02/data-wrangling-cheatsheet.pdf","","2015-01","2017-09-14 15:51:54","2017-09-14 15:51:54","2016-01-18 18:42:27","","","","","","","","","","","","","","","","","","","","","","<p>dplyr</p> <p>dplyr::tbl_df(iris) Converts data to tbl class. tbl’s are easier to examine than data frames. R displays only the data that fits onscreen</p> <p>dplyr::%&gt;% Passes object on left hand side as first argument (or . argument) of function on righthand side</p> <p>tidyr</p>","","http://www.rstudio.com/wp-content/uploads/2015/02/data-wrangling-cheatsheet.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGNFH7AF","conferencePaper","2014","Clow, Doug","Data wranglers: human interpreters to help close the feedback loop","Proceedings of the Fourth International Conference on Learning Analytics And Knowledge","","","","","","2014","2017-09-14 15:51:54","2017-09-14 15:51:54","","49–53","","","","","","","","","","","ACM","","","","","","","","","","<p>An article about data wranglers, <span style=""font-size: 9pt; color: #000000; font-style: normal; font-variant: normal;"">a group of academics who analyse data about student learning and prepare reports with actionable recommendations based on that data. The data being analysed is the study data of Open University. </span></p> <p><span style=""font-size: 9pt; color: #000000; font-style: normal; font-variant: normal;""> The role of the Data Wrangler is not only to analyse the data, but to increase the familiarity of academics with the data sources, to build learning analytics capacity as part of a Community of Practice.<br style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: normal; orphans: 2; text-align: -webkit-auto; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px;"" /> </span></p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
