"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GBPWVHZL","webpage","","","Practical Assessment Research & Evaluation","","","","","http://pareonline.net/pdf/v15n7.pdf","","","2017-10-25 22:04:29","2017-10-25 22:04:43","2017-10-25 22:04:20","","","","","","","","","","","","","","","","","","","","","","","C:\Users\Moiz\Zotero\storage\A9PCH3TV\v15n7.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXVK37C5","webpage","","","Introduction to Social Network Methods:  Chapter 1: Social Network Data","","","","","http://faculty.ucr.edu/%7Ehanneman/nettext/C1_Social_Network_Data.html","","","2017-10-25 22:03:27","2017-10-25 22:03:27","2017-10-25 22:03:27","","","","","","","","","","","","","","","","","","","","","","","C:\Users\Moiz\Zotero\storage\Z5M3MQVZ\C1_Social_Network_Data.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBEMANFA","webpage","","","Infovis and Statistical Grpahics: Different Goals, Different Looks","","","","","http://www.stat.columbia.edu/%7Egelman/research/published/vis14.pdf","","","2017-10-25 22:00:11","2017-10-25 22:00:39","2017-10-25 21:59:55","","","","","","","","","","","","","","","","","","","","","","<p>The field of statistical graphics has been neglected. it's time to pay attention!</p> <p>Journals in graphical stats are currently about 80% stats, 20% graphics.</p> <p>But data graphics are very popular these days - we get to do a better job of being more mindful of the graphics we create.</p> <p>Graphics helps with tasks like data cleaning and exploration (so far) - then we get to inference.</p> <p>Lack interaction between the worlds of statistical graphics and information visualization is an issue.</p> <p>The statistical approach concentrates on what can be got out of the available data and the Infovis approach uses the data to draw attention to wider issues. Both are valuable and perhaps a combination of the two would serve best.</p> <p>Goals of visual display of quantative information:</p> <p>1. Graphics are for the qualitative/descriptive</p> <p>2. Graphics are for comparison—comparison of one kind or another</p> <p>3. Graphics are for impact—interocular impact if possible, swinging-finger impact if that is the best one can do, or impact for the unexpected as a minimum</p> <p>4. Graphics should report the results of careful data analysis—rather than be an attempt to replace it. (Exploration—to guide data analysis—can make essential interim use of graphics, but unless we are describing the exploration process rather than its results, the final graphic should build on the data analysis rather than the reverse.)</p>","C:\Users\Moiz\Zotero\storage\KFEAQXDK\vis14.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IL57XD3Q","webpage","","","How to Display Data Badly","","","","","http://rci.rutgers.edu/%7Eroos/Courses/grstat502/wainer.pdf","","","2017-10-25 21:58:20","2017-10-25 21:58:46","2017-10-25 21:58:05","","","","","","","","","","","","","","","","","","","","","","<p>Good data:</p> <ol> <li>shows data accurately</li> <li>shows data clearly</li> </ol> <p>Rules on showing data badly: (All of these below are ways to screw up your graph :))</p> <p>Rule#...</p> <ol> <li>Show as few data as possible (minimize the data density)</li> <li>Hide your data you do show (minimize the data-ink ratio)</li> <li>Ignore the visual metaphor altogether</li> <li>Only order matters</li> <li>Graph data out of context</li> <li>Change scales in mid-axis</li> <li>Emphasize the trivial (ignore the important)</li> <li>Jiggle the baseline</li> <li>Austria first</li> <li>Label (a) illegibly, (b) incompletely, (c) incorrectly, and (d) ambiguously</li> <li>More is Murker: (a) More Decimal Places and b) More Dimensions</li> <li>If it has been done well in the past, think of another way to do it.</li> </ol>","C:\Users\Moiz\Zotero\storage\76MU4QD4\wainer.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMDP8DB","webpage","","","Statistical graphics: making information clear - and beautiful","","","","","http://www.stat.columbia.edu/%7Egelman/research/published/niemi.pdf","","","2017-10-25 21:55:45","2017-10-25 21:56:23","2017-10-25 21:54:42","","","","","","","","","","","","","","","","","","","","","","<p>A well designed graph - how do we do this?</p> <p>When constructing beautiful graphs, there are a few things to keep in mind.</p> <p>Every decision needs to be made consciously and with intent. Two key decisions are:</p> <ol> <li>Who is your target audience?</li> <li>What are you trying to show?</li> </ol> <p>Guiding principals:</p> <ol> <li>Avoid distracting elements.</li> <li>Use informative color to visually associate elements.</li> <li>Keep the ﬁgure simple (and therefore interpretable).</li> </ol> <p>In order to use small multiple plots, use the following guiding principals:</p> <ol> <li>Keep the x- and y-axes on the same scale. </li> <li>Eliminate repetitive information.</li> <li>Maintain consistency across plots.</li> </ol>","C:\Users\Moiz\Zotero\storage\YGAFJ4FV\niemi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC9359JD","webpage","2017","","HLA: Chapter 12 Learning Analytics Dashboards","Society for Learning Analytics Research (SoLAR)","","","","https://solaresearch.org/hla-17/hla17-chapter12/","Handbook of Learning Analytics First Edition Learning Analytics Dashboards Joris Klerkx, Katrien Verbert & Erik Duval Download Chapter Download Book Abstract This chapter presents learning anal…","2017-05-11","2017-10-25 21:41:52","2017-12-18 19:22:27","2017-10-25 21:41:52","","","","","","","","","","","","","","","","","","","","","","<p>What should a dashboard do?</p> <p>Address the following:</p> <p><span style=""color: #0000ff;"">1. What kind of data can visualized?</span></p> <p><span style=""color: #0000ff;"">2. For whom are the visualizations intended? Audience??</span></p> <p><span style=""color: #0000ff;"">3. Why: What's the goal of the visual?</span></p> <p><span style=""color: #0000ff;"">4. How can the data be visualized? Which interaction techniques can be applied? What tools, libraries, data formats etc. can be used for technical implementation?</span></p> <p><span style=""color: #0000ff;"">What workflow can be developed?</span></p> <p> </p> <p>Data mining = computer number crunching - Tesla</p> <p>Visualization = human perceptual abilities - Honda</p> <p><strong>Information visualization</strong></p> <p>Specific emphasis on building models and visualizing these models - relies on humans to find trends, gaps, outliers, clusters etc.</p> <p>The human visual system is very powerful. ""At higher levels of processing, perception and cognition are closely interrelated, which is the reason why hte words ""understanding"" and ""seeing"" are synonymous""</p> <p>therefore - visualization has the potential to be more precise and revealing than conventional statistical computations.What</p> <p> </p> <p>Dashboards "" typically capture and visualize traces of learning activities, in order to promote awarenss, reflection and sense-making, and to enable learners to difine goals and track progress towards these goals.""</p> <p>What we can track changes as possibilities and capabilities expand.</p> <p>What can be incorporated into a dashboard:</p> <p>1. artefacts produced by learners</p> <p>2. social interaction</p> <p>3. resource use (consultation, slides etc)</p> <p>4. time spent</p> <p>5. test and self-assessment results</p> <p> </p> <p><strong>How to get started</strong></p> <p>Understand your Goals.</p> <p>1. why? what is the goal of the visualization? What questions about the data should it answer?</p> <p>2. For whom? For whom is the visualization intended? Are the people involved specialists in the domain?</p> <p>3. What? What data will it display?</p> <p>4. How? how will it support the goal? What is the intended output?</p> <p><strong>Aquiring Data:</strong></p> <p>1. Raw data: know where the data comes from and when it's updated.</p> <p>2. Analyzing raw data: may need to clean up the data if some is missing or erroneous. Outliers? clusters?</p> <p>3. Prepare and filter data: use the initial questions and choose the relevant data from the pool.</p> <p> </p> <p><strong>Mapping Design:</strong></p> <p>choose a design that best answers the questions you want the users to be able to answer.</p> <p>one way to start: Look at the measurement or scale of each data characteristic. Differentiate objects.</p> <p>sketch it out before making the high quality prototype</p> <p>Note: pie charts - usually bad.</p> <p>bar charts - usually quite powerful.</p> <p>coordinated graphs enable rich exploration.</p> <p> </p> <p><strong>Documentation:</strong></p> <p>Be explicit about:</p> <p>1. rationale - why were certain decisions made? What was the intent?</p> <p>2. alternatives - which alternatives were considered?</p> <p>3. Evolution: how the design evolved in different iterations.</p> <p><strong>add interactive techniques</strong></p> <p>Common tasks include:</p> <p>1. comparing values and patterns</p> <p>2. sorting</p> <p>3. filtering</p> <p>4. highligint data to make specific values stand out</p> <p>5. clustering/grouping.</p> <p>6. annotating findings</p> <p>7. bookmarking/reporting specfic view on the data</p> <p><strong>Evaluation continusously</strong></p> <p> </p>","C:\Users\Moiz\Zotero\storage\5L73KMAG\hla17-chapter12.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H56Z96C2","webpage","","","Junk Charts Trifecta Checkup: The Definitive Guide - Junk Charts","","","","","http://junkcharts.typepad.com/junk_charts/junk-charts-trifecta-checkup-the-definitive-guide.html","","","2017-10-11 18:38:11","2017-10-11 18:38:11","2017-10-11 18:38:11","","","","","","","","","","","","","","","","","","","","","","<p>When viewing or planning a graphic, ask:</p> <p>1. What is the question?</p> <p>2. What does the data say?</p> <p>3. What does the visual say?</p> <p>Ideally, the answer to all is the same.</p> <p>Data should be relevant to the question being asked.</p> <p>Visual should be clear and concise and answer the question directly.</p> <p>Type Q: Chart is fine, but fails because of poorly defined objective (<span style=""color: #ff0000;"">Question</span>).</p> <p>Type D: well posed questions an good graph. Issue is with the<span style=""color: #ff0000;""> data</span>.</p> <p>Type V: Data good, question good. <span style=""color: #ff0000;"">Graph</span> bad - too confusing.</p> <p>DOULBES:</p> <p>Type QD: graphical representation is good, but poor data quality and unclear.</p> <p>Type QV: data collection and processing is good, but question has not been clearly defined.</p> <p>Type DV: Data fails to be convincing of the question being posed. Execution of graphical elements is also poor.</p> <p>TRIPLES:</p> <p>Type QDV: All three things are poor. Poor question, poor data and poor visual.</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYYWZU42","document","","Prinsloo, Paul; Slade, Sharon","HLA: Chapter 4: Ethics and Learning Analytics: Charting the (Un)Charted","","","","","","","","2017-10-05 14:34:19","2017-10-05 14:36:10","","","","","","","","","","","","","","","","","","","","","","","<p>Ethics and LA - now that more and more data is available and access to this data is more available, it is extremely important that we understand the roles, responsibilities and affect that this can have on students and their lives. Having access to so much information is potentially dangerous if it falls in the wrong hands or even in the hands of someone that does not fully understand the implications and responsibility of such knowledge.</p> <p>Through all of the current technological advances an increasing concerns about tech surveillance, the use of personal data, analysis and the role that algorithms play, a growing need for guidelines and ethics around gathering, reporting and using this surveillance responsibly has risen.</p> <p>The future of learning will be digital. It's already headed in this direction.</p> <p>This means data-driven results, data-driven decision making hopefully ultimately supporting someone in having a better quality of life.</p> <p>It's important to ask key questions:</p> <p>1. WHO is the data for?</p> <p>2. WHAT is the purpose of the data?<br />3. HOW does one share the data?</p> <p>There are ethical concerns around how student data is collected, analyzed an used. It could be used to push a certain viewpoint in education. It should be used in an unbiased way.</p> <p>Slade and Prisloo (2013) - 3 broad overlapping, ethical categories:</p> <p>1. The location and interpretation of the data.</p> <p>2. Informed consent (an recurring theme in other such lists) and de-identification of data.</p> <p>3. The management, classification and storage of the data.</p> <p>Slade and Prislooo - framework based on 6 principles:</p> <p>1. LA as a moral practice - what is morally appropriate?</p> <p>2. students as agents - collaborators in their own learning</p> <p>3. student identity and performance as temporal dynamic constructs (LA is just a snapshot at a particular time and place).</p> <p>4. student success is complex an mutli-dimensional</p> <p>5. <strong>transparency**</strong></p> <p>6. Higher education cannot afford NOT to use data.</p> <p>QUESTION: How do we define success??</p> <p> </p> <p>Educational triage - directing support to those that need it the most. Educational intervention. What can we do? Now with this data, we CAN do something in a meaningful direction. </p> <p>But there are ethical concerns around doing educational surveillance without the student actually knowing we are doing this. Is this ok?</p> <p>Transparency is of utmost importance.</p> <p>Algorithmic output should be subject to human review and corrected, if needed.</p> <p>Algorithms should be frequently reviewed and validated.</p> <p>Student voices about data that is collected on them (unaware) is shaping policy dealing with the ethics of LA.</p> <p>How can we address student vulnerability? By empowering students to actively participate in learning analytics, moving from quantified data to qualifying self-evaluatoin.</p> <p>LA contributes:</p> <p>1. QA and quality improvement</p> <p>2. boosting retention rates</p> <p>3. assessing acting upon differential outcomes</p> <p>4. development and introduction of adaptive learning</p> <p><span style=""color: #0000ff;"">Students should not be wholly defined by their visible data or our interpretation of that data.</span></p> <p> We should use that data only as intended or we run the risk of potential abuse/misuse and discrimination.</p> <p>Students rights:</p> <p>1. easy access to info.</p> <p>2. right to correct wrong info.</p> <p>3. right to remove irrelevant info.</p>","C:\Users\Moiz\Zotero\storage\GPGVKS5V\hla17-chapter4.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WWVELMIP","document","","Shum, Simon Knight, Simon Buckinghan","HLA: Chapter 1: Thoery and Learning Analytics","","","","","","","","2017-10-05 14:19:25","2017-10-05 14:35:52","","","","","","","","","","","","","","","","","","","","","","","<p>Learning Analytics.</p> <p>What's so new about this? A huge shift in thinking. It's not just about analyzing data, it's about purposeful analysis to support in education reform.</p> <p>Now there is big data - and the tool to use to analyze this data is very important to craft purposfully, keeping the end goal in mind.</p> <p>Educators and learners are the key stakeholders who stand to benefit (along with students of course) and can now have access to data that previously was not accessible to them.</p> <p>For those in the analytic loop, people will change and react to the observation and explicit feedback.</p> <p> </p> <p>Data-intensive revolution is about to happen (happening??) in education. There is evidence based decision making happening, but do those making the decisions really understand the data or do they just trust the person analyzing the data and giving them suggestions?</p> <p> </p> <p>Algogriithmically-based.</p> <p>Now there seems to be a responsibility to deliver computational intelligence to the masses.</p> <p>A LA tool, when created, seems to stem from a particluar educational worldview and is designed to nurture a particular kind of learner.</p> <p>Triad: epistemology, assessment and pedagogy</p> <p>LA is a new form of assessment analytics and has the potential to support current educational practices or to reshape them as needed. Data-driven education reform is extremely valuable.</p> <p>LA has the potential to:</p> <p>1. marginalize educators and learners through transforming education into a technocratic system.</p> <p>2. limit what we talk about as learning to only what we can create analytics for. This is a huge shift in how we converse about education.</p> <p>3. exclude alternative ways of engaging in activities, to the detriment of learners.</p> <p>Note: algorithms may mask or ignore some key elements of the learning process, this is why you would need a human to interpret the data and make meaning out of it.</p> <p> </p>","C:\Users\Moiz\Zotero\storage\ZHLEDNUE\hla17-chapter1 (1).pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UP6NKW3M","videoRecording","","","","","","","","","","","2017-09-18 02:32:41","2017-09-18 02:32:41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
