"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HTFCQJ8M","journalArticle","2010","Bowers, Alex J.","Analyzing the Longitudinal K-12 Grading Histories of Entire Cohorts of Students: Grades, Data Driven Decision Making, Dropping out and Hierarchical Cluster Analysis","Practical Assessment, Research & Evaluation","","1531-7714","","","School personnel currently lack an effective method to pattern and visually interpret disaggregated achievement data collected on students as a means to help inform decision making. This study, through the examination of longitudinal K-12 teacher assigned grading histories for entire cohorts of students from a school district (n=188), demonstrates a novel application of hierarchical cluster analysis and pattern visualization in which all data points collected on every student in a cohort can be patterned, visualized and interpreted to aid in data driven decision making by teachers and administrators. Additionally, as a proof-of-concept study, overall schooling outcomes, such as student dropout or taking a college entrance exam, are identified from the data patterns and compared to past methods of dropout identification as one example of the usefulness of the method. Hierarchical cluster analysis correctly identified over 80% of the students who dropped out using the entire student grade history patterns from either K-12 or K-8. (Contains 5 figures.)","2010-05","2017-09-14 16:03:35","2017-09-14 16:03:35","2014-09-24 19:31:29","","","7","15","","","Analyzing the Longitudinal K-12 Grading Histories of Entire Cohorts of Students","","","","","","","en","","","","","ERIC","","","<p>HCA, hierarchical cluster analysis is adopted to conduct pattern analysis for studying which group of students are most likely to drop out. It is particularly interesting in comparing individual longitudinal pattern with his/her cohort peers' patters.</p> <p>"" students are clustered hierarchically using the average linkage algorithm, while grades are clustered chronologically and by an ordered repeating pattern from core subjects to non-core subjects.""</p> <p>&nbsp;</p> <p>###</p> <p>The HCA analysis adopted here, complements the conventional regression analysis, in presenting the disaggregated analysis, saying that the each single observation in the entire data set can be analyzed. Not providing the overall parameter estimates enabling inference to population, the HCA is more like a unique way of 'look inside' and 'look closer' to our sample, each students' entire longitudinal history of achievement.</p> <p>&nbsp;</p>","","http://eric.ed.gov/?id=EJ933686","","data; data analysis; Decision Making; Dropouts; Elementary School Students; Grades (Scholastic); Identification; MULTIVARIATE analysis; School Districts; Secondary School Students","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E75P7SKQ","journalArticle","2014","Grunspan, Daniel Z.; Wiggins, Benjamin L.; Goodreau, Steven M.","Understanding Classrooms through Social Network Analysis: A Primer for Social Network Analysis in Education Research","CBE-Life Sciences Education","",", 1931-7913","10.1187/cbe.13-08-0162","http://www.lifescied.org/content/13/2/167","Social interactions between students are a major and underexplored part of undergraduate education. Understanding how learning relationships form in undergraduate classrooms, as well as the impacts these relationships have on learning outcomes, can inform educators in unique ways and improve educational reform. Social network analysis (SNA) provides the necessary tool kit for investigating questions involving relational data. We introduce basic concepts in SNA, along with methods for data collection, data processing, and data analysis, using a previously collected example study on an undergraduate biology classroom as a tutorial. We conduct descriptive analyses of the structure of the network of costudying relationships. We explore generative processes that create observed study networks between students and also test for an association between network position and success on exams. We also cover practical issues, such as the unique aspects of human subjects review for network studies. Our aims are to convince readers that using SNA in classroom environments allows rich and informative analyses to take place and to provide some initial tools for doing so, in the process inspiring future educational studies incorporating relational data.","2014-06-20","2017-09-14 16:03:36","2017-09-14 16:03:36","2014-08-20 20:21:46","167-178","","2","13","","CBE Life Sci Educ","Understanding Classrooms through Social Network Analysis","","","","","","","en","","","","","www.lifescied.org","","","<p>SNA in classroom.</p> <p>Social network analysis and relational data are simple yet profound in conducting researches. First of all, it is fairly simple to conduct SNA, and the visualization of it enables quite easy and straightforward measurement. However, it does imply and provide profound hints way beyond these, providing clues to explore deeper and more detailed research questions. It is a good start to both understand the learning community and the questions researchers are interested in. I particularly think it is a good bridge of quantitative and qualitative study of learning community, instead of peer qualitative interviews/ observations, SNA visualization offers another way to both understand the community better and to extend to the analysis of learning.</p> <p>###</p> <p>The social network analysis has many implementations in classroom analysis, and can be further explored in/as many problems. One potential question I am particularly interested in is 'ties as predictors of performance', which is quite intuitive in the sense that the closeness/tie between students are intuitively expected to be the predictor of study group formation or resources sharing, hence maybe a significant predictor of peer performance, which is an aspect can be further explored in education researches since we do value peer effect a lot and it implies a huge policy implication.</p> <p>&nbsp;</p>","","http://www.lifescied.org/content/13/2/167","Week 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9NEPEEJG","blogPost","2014","Young, Jeffrey R.","Why Students Should Own Their Educational Data","The Chronicle of Higher Education Blogs: Wired Campus","","","","http://chronicle.com/blogs/wiredcampus/why-students-should-own-their-educational-data/54329","","2014-08-21","2017-09-14 16:03:36","2017-09-14 16:03:36","2014-08-23 21:32:22","","","","","","","","","","","","","","","","","","","","","","<p>Contextualized profile?</p> <p>The contextualized profile of the performance for individual modelling?, does this profile function the same as human brain? in the sense that it predicts in which environment are the learners and predict the respective personality or any pattern accordingly?</p> <p>&nbsp;</p> <p>&nbsp;</p>; <p>&nbsp;L.Todd Rose refer to the education market as a non-functional market, there is not enough transparency, which links to his point that market should recognize the importance for individual learners to own their own data, while under the current circumstance, every company or institution is just trying to innovate on their own platform, and ""hoarding"" data because that's the business model they have to have under the current market of education innovation/ Ed-tech.</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>; <p>There is a shift in the kind of patterns that we look for.</p> <p>In stead of the expected level of population, which is average level, now more on personal patterns across all dimensions.</p> <p>&nbsp;</p>","","http://chronicle.com/blogs/wiredcampus/why-students-should-own-their-educational-data/54329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUKIAJZ6","journalArticle","1994","Corbett, Albert T.; Anderson, John R.","Knowledge tracing: Modeling the acquisition of procedural knowledge","User Modeling and User-Adapted Interaction","","0924-1868, 1573-1391","10.1007/BF01099821","http://link.springer.com.ezp-prod1.hul.harvard.edu/article/10.1007/BF01099821","This paper describes an effort to model students' changing knowledge state during skill acquisition. Students in this research are learning to write short programs with the ACT Programming Tutor (APT). APT is constructed around a production rule cognitive model of programming knowledge, called theideal student model. This model allows the tutor to solve exercises along with the student and provide assistance as necessary. As the student works, the tutor also maintains an estimate of the probability that the student has learned each of the rules in the ideal model, in a process calledknowledge tracing. The tutor presents an individualized sequence of exercises to the student based on these probability estimates until the student has ‘mastered’ each rule. The programming tutor, cognitive model and learning and performance assumptions are described. A series of studies is reviewed that examine the empirical validity of knowledge tracing and has led to modifications in the process. Currently the model is quite successful in predicting test performance. Further modifications in the modeling process are discussed that may improve performance levels.","1994-12-01","2017-09-14 16:03:36","2017-09-14 16:03:36","2013-04-21 21:21:19","253-278","","4","4","","User Model User-Adap Inter","Knowledge tracing","","","","","","","en","","","","","link.springer.com.ezp-prod1.hul.harvard.edu","","","<p>Research: Modelling students' changing knowledge state during skill acquisition.</p> <p>Cognitive model building for skill acquisition.</p> <p>Associate each programming action with a single production rule, which enabled by the knowledge tracing process modeling students as an overlay of the production rules and the mastery-based curriculum structure.</p> <p>&nbsp;</p> <p>The correlation of of ln(slip weight), provides the variability of the models' prediction of test performance reflecting persisting differences among students in the slip parameter.</p> <p>Considering students' performance is different from predicting students' knowledge state, which is intuitive in the sense that although students acquired the underlying programming rules, they can get wrong in the quiz.</p>","","","","Education (general); empirical validity; individual differences; intelligent tutoring systems; Learning; Management of Computing and Information Systems; mastery learning; Multimedia Information Systems; procedural knowledge; Psychology, general; student modeling; User Interfaces and Human Computer Interaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPWU2ASX","conferencePaper","2012","Siemens, George; Baker, Ryan S. J. d.","Learning Analytics and Educational Data Mining: Towards Communication and Collaboration","Proceedings of the 2Nd International Conference on Learning Analytics and Knowledge","978-1-4503-1111-3","","10.1145/2330601.2330661","http://doi.acm.org/10.1145/2330601.2330661","Growing interest in data and analytics in education, teaching, and learning raises the priority for increased, high-quality research into the models, methods, technologies, and impact of analytics. Two research communities -- Educational Data Mining (EDM) and Learning Analytics and Knowledge (LAK) have developed separately to address this need. This paper argues for increased and formal communication and collaboration between these communities in order to share research, methods, and tools for data mining and analysis in the service of developing both LAK and EDM fields.","2012","2017-09-14 16:03:36","2017-09-14 16:03:36","2015-01-16 03:15:55","252–254","","","","","","Learning Analytics and Educational Data Mining","","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","","<p>Difference between Educational Data Mining and Learning Analytics:</p> <p>1.EDM is in the tech field; LA is in educational field</p> <p>2. EDM, automation and tech driven; LA use tech as a tool to enhance human judgement</p> <p>3. EDM focuses more on individual learner; LA is more holistic</p>","","","","Collaboration; educational data mining; learning analytics and knowledge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQAG6654","book","2015","Zheng, Alice","Evaluating Machine Learning Models","","","","","http://www.oreilly.com/data/free/evaluating-machine-learning-models.csp?intcmp=il-data-free-lp-lgen_free_reports_page","Data science today is a lot like the Wild West: there’s endless opportunity and excitement, but also a lot of chaos and confusion. If you’re new to data science and applied machine learning, evaluating a machine-learning model can seem pretty overwhelming...","2015-09","2017-09-14 16:03:36","2017-09-14 16:03:36","2015-12-15 18:26:39","","","","","","","","","","","","O'Reily Media","Sebastopol, CA","","","","","","","","","<p>Evaluation Metrics for supervised learning models.</p> <p>Accuracy= correct predictions/ total data points.</p> <p>Precision = happy correct answers/ total items returned.</p> <p>Recall = happy correct answers/ total relevant items.</p> <p>AUC, area under ROC curve, shows how may correct positive classifications can be gained as you allow for more and more false positives.</p> <p>ROC provided nuanced details about the behaviours of the classifiers, but it's hard to compare ROC with each other quickly.</p> <p>F1 score = 2 precision *recall/ precision+recall</p> <p>&nbsp;</p>","","http://www.oreilly.com/data/free/evaluating-machine-learning-models.csp?intcmp=il-data-free-lp-lgen_free_reports_page","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHJB8FC6","videoRecording","2015","Educause","Why Is Measuring Learning So Difficult?","","","","","https://www.youtube.com/watch?v=_iv8A1pHNYA","Several higher education learning and assessment professionals discuss the difficulties of measuring learning.","2015-08-17","2017-09-14 16:03:36","2017-09-14 16:03:36","2016-01-17 18:50:57","","","","","","","","","","","","","","","","","","","YouTube","","","<p>Reasons:</p> <p>1. Learning is multi-dimentional, and it is being simplified too much for analyzing.&nbsp;</p> <p>2. Learning is broad, it is too contextualized to be measured outside its context.</p> <p>3. Learning in different fields differ, and the availability of tools that can be used to analyze learning also differ across different fields.</p> <p>4. Learning is personal, and the structure is hard to define, and it is the behaviors that can be captured, not necessarily the progress we made in our brain.</p> <p>5. The hard part is how to measure, to find reliable and simple proxies indicators to measure learning. Certain indicators can indicate understanding.</p> <p>6. Learning is complex, a black box, having other cultural and social meanings embedded.</p> <p>7. A measure of competence is not enough, but also to measure at different time points to draw the conclusion of learning.</p> <p>8. Measurement, psychological construct or achievement?</p> <p>9. Analytics, to reveal to the learner the connections that they are making, probably without aware it, reveal more about their connected learning, not just diagnosis.</p> <p>10. Learning might be a collection of things that we don't understand, regarding measuring it, both over-simplication and complexation are problems.</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>","","","","Assessment; Education; educational assessment; EDUCAUSE; Higher Education; learners; Learning; Teaching and learning","","","","","","","","","","","","","","","","","","","","","470 seconds","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSECM45V","webpage","2016","Weinersmith, Zach","Saturday Morning Breakfast Cereal","","","","","http://www.smbc-comics.com/index.php?id=3978","","2016-01-05","2017-09-14 16:03:36","2017-09-14 16:03:36","2016-01-18 18:17:09","","","","","","","","","","","","","","","","","","","","","","<p>Data Mining Bias.</p> <p>In statistics, there is one kind of Type 1 error, the data mining bias, regarding enforced data mining trying to find any correlation or even causality that is actually frauds.</p> <p>And as indicated in the comics, any compulsive finding can be easily manipulated in education policy or intervention, and it is like, what I personally call feeding the students the formula milk powder.</p> <p>SO definitely data scientists should be extra cautious on any conclusion or intervention they suggest, even the most authentic data can tell a fraud if there is bias embedded.</p>","","http://www.smbc-comics.com/index.php?id=3978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2R3ZGZTN","webpage","2015","RStudio","The Data Wrangling Cheatsheet","","","","","http://www.rstudio.com/wp-content/uploads/2015/02/data-wrangling-cheatsheet.pdf","","2015-01","2017-09-14 16:03:36","2017-09-14 16:03:36","2016-01-18 18:42:27","","","","","","","","","","","","","","","","","","","","","","<p>Argument of a function is the same as a function call right?</p>","","http://www.rstudio.com/wp-content/uploads/2015/02/data-wrangling-cheatsheet.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZAKIPC8C","conferencePaper","2014","Clow, Doug","Data wranglers: human interpreters to help close the feedback loop","Proceedings of the Fourth International Conference on Learning Analytics And Knowledge","","","","","","2014","2017-09-14 16:03:36","2017-09-14 16:03:36","","49–53","","","","","","","","","","","ACM","","","","","","","","","","<p>Feedback loop.</p> <p>Closing the feedback loop to improve learning is at the heart of good learning analytic practice, which asks for high quality data, and also the need for and value of human meaning-making to interpret the data for the further step of transforming the data into actionable intelligence to truly achieve the effectiveness of feedback loop.</p> <p>And the sector of learning analytics is widely seen as entailing a feedback loop, where the actionable intelligence is produced from data related to learning, to understand leaning and fundamentally to work out the interventions aiming of improving learning.</p> <p>single-loop learning</p> <p>double-loop learning</p> <p>#Reason: A gap in knowledge and practice between the data about learning and the academics who need to be in a position to act to improve teaching provision: a gap that could easily widen as the quantity and complexity of data increases.</p> <p>#The role of data wranglers: they are not only to analyze the data, but to increase the familiarity of academics with the data sources, to build the learning analytics capacity as part of a Community of Practice.&nbsp;</p> <p>#Both bottoms-up and top-down for understanding learning and providing actionable intelligence: A bottom-up, grounded approach is necessary for sense making, saying that contextualization helps to understand; and meaningful engagement at the strategic, top-down level is also essential, especially regarding organizational changes that learning analytics aiming to achieve.</p> <p>&nbsp;</p>; <p>Human interpreters.</p> <p>1. The need of multidisciplinary teams, when it comes to interpret the data, in which human interpreters play a key role, concluded from previous literature.</p> <p>2. Sense-making and social processes are important, because of the complexity of the data we are dealing with, since learning itself is a complex and social process, and the action and intention to interpret the data definitely asks for the ability to contextualize it in understanding and analyzing it.</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
