"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3A5ACI86","conferencePaper","2012","Siemens, George; Baker, Ryan S. J. d.","Learning Analytics and Educational Data Mining: Towards Communication and Collaboration","Proceedings of the 2Nd International Conference on Learning Analytics and Knowledge","978-1-4503-1111-3","","10.1145/2330601.2330661","http://doi.acm.org/10.1145/2330601.2330661","Growing interest in data and analytics in education, teaching, and learning raises the priority for increased, high-quality research into the models, methods, technologies, and impact of analytics. Two research communities -- Educational Data Mining (EDM) and Learning Analytics and Knowledge (LAK) have developed separately to address this need. This paper argues for increased and formal communication and collaboration between these communities in order to share research, methods, and tools for data mining and analysis in the service of developing both LAK and EDM fields.","2012","2017-09-11 03:49:18","2017-09-11 03:49:18","2015-01-16 03:15:55","252–254","","","","","","Learning Analytics and Educational Data Mining","","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","","<p>While Learning Analytics and Educational Data Mining have evolved and formed into two separate communities of research, they have some similarities and should work together more often. Promotes shared communication and collaboration.</p> <p>Both EDM and LAK want to improve education analysis and data. They are becoming more important in data-driven decision making.</p> <p>Table 1 (p.2)highlights key differences between the fields.</p> <p>LAK: systems; more focused on empowering teachers/learners</p> <p>EDM: reducing components/individual relationships; focused on automated adaptation</p> <p>Healthy competition helps fuel the fields but they have to communicate to provide the greatest educational benefits.</p>","","","","Collaboration; educational data mining; learning analytics and knowledge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3I9BQENC","journalArticle","2014","Lenzi, Michela1, michela.lenzi@unipd.it; Vieno, Alessio1; Sharkey, Jill2; Mayworm, Ashley2; Scacchi, Luca3; Pastore, Massimiliano1; Santinello, Massimo1","How School can Teach Civic Engagement Besides Civic Education: The Role of Democratic School Climate","American Journal of Community Psychology","","00910562","10.1007/s10464-014-9669-8","http://eduproxy.tc-library.org/?url=http://search.ebscohost.com/login.aspx?direct=true&db=ssf&AN=99108727&site=ehost-live","Civic engagement, defined as involvement in community life, is influenced by reciprocal relationships between individuals and contexts and is a key factor that contributes to positive youth development. The present study evaluates a theoretical model linking perceived democratic school climate with adolescent civic engagement (operationalized as civic responsibility and intentions for future participation), taking into account the mediating role of civic discussions and perceived fairness at school. Participants were 403 adolescents (47.9 % male) ranging in age from 11 to 15 years old (mean age = 13.6). Path analysis results partially validated the proposed theoretical model. Higher levels of democratic school climate were associated with higher levels of adolescent civic responsibility; the association was fully mediated by civic discussions and perceived fairness at school. Adolescents' civic responsibility, then, was positively associated with a stronger intention to participate in the civic domain in the future.","2014-12","2017-10-25 22:45:05","2017-10-25 22:45:05","2017-10-25 22:45:05","251-261","","3/4","54","","American Journal of Community Psychology","How School can Teach Civic Engagement Besides Civic Education","","","","","","","","","","","","EBSCOhost","","","","","","","Civics education; Path analysis (Statistics); School environment; Service learning; Youth development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TWIH8WQ","journalArticle","2009","Lopes, Joana; Benton, Thomas; Cleaver, Elizabeth","Young people's intended civic and political participation: does education matter?","Journal of Youth Studies","","13676261","10.1080/13676260802191920","http://eduproxy.tc-library.org/?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=36472517&site=ehost-live","Citizenship education was introduced as a statutory subject in England in September 2002 with the aim of promoting civic and political engagement. However, whilst education is undoubtedly a powerful socialisation force, it is not the only factor that is likely to influence young people's civic and political participation. Political science theories regarding adult participation highlight the role of variables such as socio-economic background, political efficacy, individuals' assessments of the costs and benefits of participation and interest in politics. The questions therefore arise as to how much citizenship education can influence young people's participation above and beyond these other factors and whether this is more likely if a school adopts a particular approach to the subject's delivery. To answer these questions, this paper draws on data from the nine-year Citizenship Education Longitudinal Study (CELS), and more particularly from its 2004-05 survey of 13,646 English students aged 13-14. Structural equation modelling is used to examine students' intentions to participate and ascertain the relative contribution that education and other factors make to young people's intentions to participate.","2009-02","2017-10-25 22:52:50","2017-10-25 22:52:50","2017-10-25 22:52:50","1-20","","1","12","","Journal of Youth Studies","Young people's intended civic and political participation","","","","","","","","","","","","EBSCOhost","","","","","","","citizenship; Education; ENGLAND; POLITICAL participation; POLITICAL science; politics; schooling; YOUNG adults","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UIP4SEE","book","2017","","Handbook of Learning Analytics – First edition","","","","","https://solaresearch.org/hla-17/","2017 The Handbook of Learning Analytics Editors: Charles Lang, George Siemens, Alyssa Wise, Dragan Gašević ISBN: 978-0-9952408-0-3 DOI: 10.18608/hla17 Download Book Order printed copy   The Ha…","2017-02-25","2017-09-15 19:29:15","2017-09-15 19:29:34","2017-09-15 19:29:15","","","","","","","","","","","","","","","","","","","","","","","/Users/abbeykeener/Library/Application Support/Zotero/Profiles/nlgcmsz9.default/zotero/storage/39632QGE/hla-17.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436KC7NX","journalArticle","2016","Karakos, Holly L.; Voight, Adam; Geller, Joanna D.; Nixon, Carol T.; Nation, Maury","Student Civic Participation and School Climate: Associations at Multiple Levels of the School Ecology","Journal of Community Psychology","","1520-6629","10.1002/jcop.21748","http://onlinelibrary.wiley.com/doi/10.1002/jcop.21748/abstract","Research suggests that youth civic participation predicts desirable outcomes for engaged individuals, but less is known about the benefits of individual participation that accrue to schools as a whole. The present study investigates whether students’ individual and collective participation predict students’ perceptions of school climate. We examine survey and administrative data from 4,947 students from 11 middle schools. Using multilevel modeling we examine the association of aggregate civic participation at the grade cohort level with school climate. Cohort-level civic participation has a significant positive association with perceived school climate, specifically student–teacher relationships, the fairness of school rules, and democratic climate. These aggregate associations are estimated over and above individual-level civic participation, which is independently predictive of school climate. Results demonstrate that students’ civic participation is associated with positive individual and setting-level outcomes, such as positive perceptions of school climate. Limitations of this study and suggestions for future research are discussed.","2016-03-01","2017-10-25 22:50:56","2017-10-25 22:50:56","2017-10-25 22:50:56","166-181","","2","44","","J. Community Psychol.","Student Civic Participation and School Climate","","","","","","","en","","","","","Wiley Online Library","","","","/Users/abbeykeener/Library/Application Support/Zotero/Profiles/nlgcmsz9.default/zotero/storage/MMJ99D9E/abstract.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BMD9ZGH","webpage","2017","","Chapter 4","Society for Learning Analytics Research (SoLAR)","","","","https://solaresearch.org/hla-17/hla17-chapter4/","Handbook of Learning Analytics First Edition Ethics and Learning Analytics: Charting the (Un)Charted Paul Prinsloo & Sharon Slade Download Chapter Download Book Abstract As the field of learnin…","2017-05-10","2017-09-15 19:30:10","2017-09-15 19:30:10","2017-09-15 19:30:10","","","","","","","","","","","","","","","","","","","","","","","/Users/abbeykeener/Library/Application Support/Zotero/Profiles/nlgcmsz9.default/zotero/storage/E49574IC/hla17-chapter4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MC755PP","journalArticle","2015","Ballard, Parissa J.; Caccavale, Laura; Buchanan, Christy M.","Civic Orientation in Cultures of Privilege: What Role Do Schools Play?","Youth & Society","","0044-118X","10.1177/0044118X14538464","https://doi.org/10.1177/0044118X14538464","The context of privilege provides unique opportunities and challenges for youth civic development. A mixed-method approach was used to examine links between school-based community service, school climate, and civic orientation among students in cultures of privilege. Surveys completed by students (N = 376) at two private high schools—one with an extracurricular community service requirement and one without—suggest that students in the school without the service requirement report similar, and in some cases more positive, civic attitudes than students from the school with the requirement. Focus-group data indicated that the service requirement was viewed positively, but illuminated other school experiences that might promote community orientation in cultures of privilege, such as an emphasis on global awareness and making civic priorities fundamental to school identity.","2015-01-01","2017-10-25 22:43:58","2017-10-25 22:43:58","2017-10-25 22:43:58","70-94","","1","47","","Youth & Society","Civic Orientation in Cultures of Privilege","","","","","","","en","","","","","SAGE Journals","","","","/Users/abbeykeener/Library/Application Support/Zotero/Profiles/nlgcmsz9.default/zotero/storage/W2XEBD77/Ballard et al. - 2015 - Civic Orientation in Cultures of Privilege What R.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656V4EKI","journalArticle","2012","A. Gelman; A. Unwin","Infovis and Statistical Graphics: Different Goals, Different Looks (with discussion)","","","","","","","2012","2017-10-22 00:48:06","2017-10-22 00:49:49","","","","","","","","","","","","","","","","","","","","","","","<p>distinction between exploratory and presentation graphs</p> <p>writing about static presentation graphs</p> <p>Purpose of graphic display (p7)</p> <p>1. Graphics are for the qualitative/descriptive—conceivably the semiquantitative—never for the carefully quantitative (tables do that better).<br />2. Graphics are for comparison—comparison of one kind or another—not for access to individual amounts.<br />3. Graphics are for impact—interocular impact if possible, swinging-finger impact if that is the best one can do, or impact for the unexpected as a minimum—but almost never for something that has to be worked at hard to be perceived.<br />4. Finally, graphics should report the results of careful data analysis—rather than be an attempt to replace it. (Exploration—to guide data analysis—can make essential interim use of graphics, but unless we are describing the exploration process rather than its results, the final graphic should build on the data analysis rather than the reverse.)</p> <p>discovery goals v communication goals</p> <p>making graphics attractive can motivate people to understand them</p> <p>help with recall of information</p> <p>statistical data visualization: focused on facilitating understanding of patterns</p> <p>infographcis: attractive, tell a story, encourage viewer to look/think about the data</p> <p>best visualization projects: wordle, decision tree (obama-clinton divide), radiohead video(uses graphics technology but is not a data visualization), box office streamgraphs</p> <p>not very useful graphics: florence nightingale's celebrated circualr plot of crimean war mortality shows different goals of statistical graphics which in modern day would use time-series plots and information visualization which attracts people who wouldn't likely be interested otherwise </p> <p>solution is to do both, draw people in and give precise plots that describe data well </p> <p>example baby name wizard graphs: ""Less constraint -&gt; more diffuse distribution of names -&gt; more concentrated distribution of last<br />letters. And we gained this bit of social science insight from a powerful combination of high-tech interactive visualization, exploratory data analysis, and static statistical graphics to crisply summarize the result."" (p36)</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65GCHXV4","conferencePaper","2014","Clow, Doug","Data wranglers: human interpreters to help close the feedback loop","Proceedings of the Fourth International Conference on Learning Analytics And Knowledge","","","","","","2014","2017-09-11 03:49:18","2017-09-11 03:49:18","","49–53","","","","","","","","","","","ACM","","","","","","","","","","<p>LA seen as a feedback loop...but how do we close the loop of actionable intelligence and learning data? Need to pair actionable intelligence with intelligent action.</p> <p>Learning is a complex social activity that requires sense-making in order to take action</p> <p>Need to support LA by establishing a contextual framework and increasing a culture of data use -&gt; creating community of practice</p> <p>Data wranglers - goal to engage in sense-making and create actionable intelligence; theory-&gt;practice</p> <p>-how data can be improved (double-loop learning)</p> <p>-act as human sense-makers</p> <p>-facilitate action</p> <p>-develop community of practice</p> <p>Large-scale student bodies and data sets can create gaps in systems between knowledge and practice</p> <p>While all data DW use is available, their purpose is to go beyond analytics to increase familiarity and capacity</p> <p>Found examples of good practice in online learning:</p> <p>-students focus on assessed activities but are likely to ignore optional ones</p> <p>-many students enjoy learning though reading print but fewer like text online (audio and video are about as popular as print), but these balances can be changed with certain types of activities</p> <p>anecdotal evidence of success increasing data use among faculty</p> <p>issue of data quality/organization </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65KUTU64","videoRecording","2015","Georgia Tech","Feature Selection","","","","","https://www.youtube.com/watch?v=8CpRLplmdqE","","2015-02-23","2017-09-11 03:49:18","2017-09-11 03:49:18","2016-01-18 19:18:06","","","","","","","","","","","","Youtube","","","","","","","","","","","","https://www.youtube.com/watch?v=8CpRLplmdqE","","","","","","","","","","","","","","","Udacity","","","","","","","","3:13","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DQCKCWC","journalArticle","1994","Corbett, Albert T.; Anderson, John R.","Knowledge tracing: Modeling the acquisition of procedural knowledge","User Modeling and User-Adapted Interaction","","0924-1868, 1573-1391","10.1007/BF01099821","http://link.springer.com.ezp-prod1.hul.harvard.edu/article/10.1007/BF01099821","This paper describes an effort to model students' changing knowledge state during skill acquisition. Students in this research are learning to write short programs with the ACT Programming Tutor (APT). APT is constructed around a production rule cognitive model of programming knowledge, called theideal student model. This model allows the tutor to solve exercises along with the student and provide assistance as necessary. As the student works, the tutor also maintains an estimate of the probability that the student has learned each of the rules in the ideal model, in a process calledknowledge tracing. The tutor presents an individualized sequence of exercises to the student based on these probability estimates until the student has ‘mastered’ each rule. The programming tutor, cognitive model and learning and performance assumptions are described. A series of studies is reviewed that examine the empirical validity of knowledge tracing and has led to modifications in the process. Currently the model is quite successful in predicting test performance. Further modifications in the modeling process are discussed that may improve performance levels.","1994-12-01","2017-09-11 03:49:18","2017-09-11 03:49:18","2013-04-21 21:21:19","253-278","","4","4","","User Model User-Adap Inter","Knowledge tracing","","","","","","","en","","","","","link.springer.com.ezp-prod1.hul.harvard.edu","","","","","","","Education (general); empirical validity; individual differences; intelligent tutoring systems; Learning; Management of Computing and Information Systems; mastery learning; Multimedia Information Systems; procedural knowledge; Psychology, general; student modeling; User Interfaces and Human Computer Interaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
