"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DMSDCSMT","journalArticle","2014","Shermis, M.D.","State-of-the-art automated essay scoring: Competition, results, and future directions from a United States demonstration","Assessing Writing","","","","http://www.sciencedirect.com.ezp-prod1.hul.harvard.edu/science/article/pii/S1075293513000196","","2014-04","2017-10-06 03:22:40","2017-10-06 03:22:40","2014-08-20 23:48:38","53-76","","","20","","","","","","","","","","","","","","","","","","","","http://www.sciencedirect.com.ezp-prod1.hul.harvard.edu/science/article/pii/S1075293513000196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPMCEF7K","webpage","2014","Honan, Mat","I Liked Everything I Saw on Facebook for Two Days. Here’s What It Did to Me | Gadget Lab","WIRED","","","","http://www.wired.com/2014/08/i-liked-everything-i-saw-on-facebook-for-two-days-heres-what-it-did-to-me/","I like everything. Or at least I did, for 48 hours. Literally everything Facebook sent my way, I liked---even if I hated it.","2014-11-08","2017-10-06 03:22:41","2017-10-06 03:22:41","2014-08-12 14:01:43","","","","","","","","","","","","","","","","","","","","","","","","http://www.wired.com/2014/08/i-liked-everything-i-saw-on-facebook-for-two-days-heres-what-it-did-to-me/","","Facebook; like buttons; News Feed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6M8M3R7A","journalArticle","2014","Grunspan, Daniel Z.; Wiggins, Benjamin L.; Goodreau, Steven M.","Understanding Classrooms through Social Network Analysis: A Primer for Social Network Analysis in Education Research","CBE-Life Sciences Education","",", 1931-7913","10.1187/cbe.13-08-0162","http://www.lifescied.org/content/13/2/167","Social interactions between students are a major and underexplored part of undergraduate education. Understanding how learning relationships form in undergraduate classrooms, as well as the impacts these relationships have on learning outcomes, can inform educators in unique ways and improve educational reform. Social network analysis (SNA) provides the necessary tool kit for investigating questions involving relational data. We introduce basic concepts in SNA, along with methods for data collection, data processing, and data analysis, using a previously collected example study on an undergraduate biology classroom as a tutorial. We conduct descriptive analyses of the structure of the network of costudying relationships. We explore generative processes that create observed study networks between students and also test for an association between network position and success on exams. We also cover practical issues, such as the unique aspects of human subjects review for network studies. Our aims are to convince readers that using SNA in classroom environments allows rich and informative analyses to take place and to provide some initial tools for doing so, in the process inspiring future educational studies incorporating relational data.","2014-06-20","2017-10-06 03:22:41","2017-10-06 03:22:41","2014-08-20 20:21:46","167-178","","2","13","","CBE Life Sci Educ","Understanding Classrooms through Social Network Analysis","","","","","","","en","","","","","www.lifescied.org","","","","","http://www.lifescied.org/content/13/2/167","Week 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YADX4LHI","blogPost","2014","Young, Jeffrey R.","Why Students Should Own Their Educational Data","The Chronicle of Higher Education Blogs: Wired Campus","","","","http://chronicle.com/blogs/wiredcampus/why-students-should-own-their-educational-data/54329","","2014-08-21","2017-10-06 03:22:41","2017-10-06 03:22:41","2014-08-23 21:32:22","","","","","","","","","","","","","","","","","","","","","","<p>In order to answer this question, the article discussed several question:</p> <p>What’s wrong with the idea of the average learner?</p> <p>-For 150 years, we’ve thought we could understand individuals by studying groups of people and patterns in the population. So every time we say we’re studying this application of learning, what we’re really saying is there are groups of people, and we look for statistical patterns in the people. but it turns out that much to our chagrin, we know now that you can’t actually tell anything in population studies about any individual in that group.</p> <p>How does that apply to learning?</p> <p>I prefer visual information over other kinds. [Learning style theory] comes from analyzing a population and trying to parse out different ways of learning over a population. But when you apply it to one individual it doesn’t hold. You can’t start with averages, it doesn’t work. We couldn’t do better approaches to individuals back in the day because we just didn’t have enough data.</p> <p>-So that aggregate data was all we had?<br /> It’s all we had. You had to draw inferences about a population from a sample because you couldn’t get the population data. When we start talking about the ability to create some kind of personalized learning, you have to be able to model the individual.</p> <p>-The argument by some MOOC proponents is that artificial intelligence can transform education, and that what they do today is just the beginning of what will become a more personalized learning experience. </p> <p>What we need to know about you is your contextualized profile of your performance and what kind of support you’ll need to be able to model your learner profile across contexts. If I had to push for one thing that I think is super important, that is that the user should own their data. There’s this default thing right now which is that everybody but the user owns their data. My vision that we’re going to push for in my organization is you’ve got to have a third party who is responsible for protecting learner data. Then the student could have, say, a decade of data about the way that they’re learning.</p> <p> In conclusion, we need a market solution. The market only works if you have a functional market. And education is decidedly not a functional market right now. There’s not enough transparency.</p>","","http://chronicle.com/blogs/wiredcampus/why-students-should-own-their-educational-data/54329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"856U4TAH","conferencePaper","2013","Lee, Victor R.; Drake, Joel","Quantified Recess: Design of an Activity for Elementary Students Involving Analyses of Their Own Movement Data","","978-1-4503-1918-8","","10.1145/2485760.2485822","http://doi.acm.org.ezp-prod1.hul.harvard.edu/10.1145/2485760.2485822","Recess is often a time for children in school to engage recreationally in physically demanding and highly interactive activities with their peers. This paper describes a design effort to encourage fifth-grade students to examine sensitivities associated with different measures of center by having them analyze activities during recess using over the course of a week using Fitbit activity trackers and TinkerPlots data visualization software. We describe the activity structure some observed student behaviors during the activity. We also provide a descriptive account, based on video records and transcripts, of two students who engaged thoughtfully with their recess data and developed a more sophisticated understanding of when and how outliers affect means and medians.","2013","2017-10-06 03:22:42","2017-10-06 03:22:42","2014-02-27 05:07:35","273–276","","","","","","Quantified Recess","","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","activity trackers; Collaboration; competition; elementary students; fitbit; physical activity; Quantified Self; TinkerPlots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGJ5ITIS","conferencePaper","2012","Siemens, George; Baker, Ryan S. J. d.","Learning Analytics and Educational Data Mining: Towards Communication and Collaboration","Proceedings of the 2Nd International Conference on Learning Analytics and Knowledge","978-1-4503-1111-3","","10.1145/2330601.2330661","http://doi.acm.org/10.1145/2330601.2330661","Growing interest in data and analytics in education, teaching, and learning raises the priority for increased, high-quality research into the models, methods, technologies, and impact of analytics. Two research communities -- Educational Data Mining (EDM) and Learning Analytics and Knowledge (LAK) have developed separately to address this need. This paper argues for increased and formal communication and collaboration between these communities in order to share research, methods, and tools for data mining and analysis in the service of developing both LAK and EDM fields.","2012","2017-10-06 03:22:42","2017-10-06 03:22:42","2015-01-16 03:15:55","252–254","","","","","","Learning Analytics and Educational Data Mining","","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","","<p>With the development of our society, there is growing interest in data analytic of education. we call for <span style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 12.8px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">communication and collaboration between these communities in order to share research, methods, and tools for data mining and analysis in the service of developing both LAK and EDM fields.</span></p>","","","","Collaboration; educational data mining; learning analytics and knowledge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPFCVY4T","blogPost","2015","Manai, J","The Learning Analytics Landscape: Tension Between Student Privacy and the Process of Data Mining","Carnegie Foundation for the Advancement of Teaching","","","","http://www.carnegiefoundation.org/blog/the-learning-analytics-landscape-tension-between-student-privacy-and-the-process-of-data-mining/","Data mining is a powerful tool being used by educational institutions to support student success, but often students do not know what data are being","2015-11-06","2017-10-06 03:22:42","2017-10-06 03:22:42","2016-01-06 22:44:02","","","","","","","The Learning Analytics Landscape","","","","","","","","","","","","","","","","","http://www.carnegiefoundation.org/blog/the-learning-analytics-landscape-tension-between-student-privacy-and-the-process-of-data-mining/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJ55VM2G","book","2015","Zheng, Alice","Evaluating Machine Learning Models","","","","","http://www.oreilly.com/data/free/evaluating-machine-learning-models.csp?intcmp=il-data-free-lp-lgen_free_reports_page","Data science today is a lot like the Wild West: there’s endless opportunity and excitement, but also a lot of chaos and confusion. If you’re new to data science and applied machine learning, evaluating a machine-learning model can seem pretty overwhelming...","2015-09","2017-10-06 03:22:43","2017-10-06 03:22:43","2015-12-15 18:26:39","","","","","","","","","","","","O'Reily Media","Sebastopol, CA","","","","","","","","","","","http://www.oreilly.com/data/free/evaluating-machine-learning-models.csp?intcmp=il-data-free-lp-lgen_free_reports_page","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GJQJ32J","journalArticle","2015","Krueger, Keith R.; Moore, Bob","New technology “clouds” student data privacy","Phi Delta Kappan","","0031-7217, 1940-6487","10.1177/0031721715569464","http://pdk.sagepub.com/content/96/5/19","As technology has leaped forward to provide valuable learning tools, parents and policy makers have begun raising concerns about the privacy of student data that schools and systems have. Federal laws are intended to protect students and their families but they have not and will never be able to keep up with rapidly evolving technology. School systems can help themselves and their students by following a list of guidelines, the authors say.","2015-02-01","2017-10-06 03:22:43","2017-10-06 03:22:43","2015-12-17 16:16:17","19-24","","5","96","","Phi Delta Kappan","","","","","","","","en","","","","","pdk.sagepub.com","","","","","http://pdk.sagepub.com/content/96/5/19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TS7XMTSM","blogPost","2015","Leong, B; Polonetsky, J","Why Opting Out of Student Data Collection Isn’t the Solution","EdSurge","","","","https://www.edsurge.com/news/2015-03-16-why-opting-out-of-student-data-collection-isn-t-the-solution","In every privacy debate across every industry, the same questions arise about the rights of individuals to “opt-out” of their data being collected or used. So it should come as no surprise that the “when” and “how” of parent and student opt-outs of education data collection or use has become a robust","2015-03-16","2017-10-06 03:22:43","2017-10-06 03:22:43","2016-01-16 16:31:25","","","","","","","","","","","","","","","","","","","","","","","","https://www.edsurge.com/news/2015-03-16-why-opting-out-of-student-data-collection-isn-t-the-solution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
